gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,transcript_id,cds_start,cds_length,tx_length,cds_end,minus_log10_p,is_MAPT,color,name
ENSG00000163497.2,21.332553521762634,-0.6611196684235179,0.440811931732579,-1.4997771630750454,0.1336721347908506,0.9999676128209719,FEV,ENST00000295727.1,583,717,1879,1299,0.8739591160576873,FALSE,grey60,
ENSG00000101346.13,12.957106094778696,-0.6607556853467401,0.4699314387167116,-1.4060682706207766,0.1597038531455141,0.9999676128209719,POFUT1,ENST00000375749.7,63,1167,5235,1229,0.7966846055919636,FALSE,grey60,
ENSG00000168397.16,15.603235617718516,-0.660159179080757,0.460293578785609,-1.4342133140819666,0.15151139876054054,0.9999676128209719,ATG4B,ENST00000404914.7,104,1182,2878,1285,0.8195546923591712,FALSE,grey60,
ENSG00000111674.8,44.50627384186387,-0.6596405606215704,0.40367106682713466,-1.6341041378228138,0.1022369861731548,0.9999676128209719,ENO2,ENST00000535366.5,627,1305,2827,1931,0.9903919614906471,FALSE,grey60,
ENSG00000018189.12,9.35525979919796,-0.6587865681061806,0.5933979779154481,-1.1101934833354783,0.26691566031087527,0.9999676128209719,RUFY3,ENST00000381006.7,580,1863,3098,2442,0.5736259448071848,FALSE,grey60,
ENSG00000198646.13,17.84782971914743,-0.6573143861748045,0.45145313105763907,-1.4559969594958513,0.14539346013063473,0.9999676128209719,NCOA6,ENST00000374796.6,2572,6192,9311,8763,0.8374551278171062,FALSE,grey60,
ENSG00000148450.12,7.5451434637569585,-0.6570021447095991,0.5687271144430943,-1.1552150900224705,0.2480023567641742,0.9999676128209719,MSRB2,ENST00000376510.7,104,549,1803,652,0.6055441920576036,FALSE,grey60,
ENSG00000140497.16,15.546968033324358,-0.6566400385973331,0.4106788679487723,-1.5989136277624145,0.10983979555864422,0.9999676128209719,SCAMP2,ENST00000268099.13,111,990,2453,1100,0.9592402841092048,FALSE,grey60,
ENSG00000180182.10,21.92836956936207,-0.6563763407655652,0.40859921105152835,-1.6064062852113283,0.10818467081053729,0.9999676128209719,MED14,ENST00000324817.5,120,4365,7984,4484,0.9658342720763179,FALSE,grey60,
ENSG00000144567.10,17.368665099206368,-0.6549464548072687,0.4462959105559748,-1.4675161463867474,0.14223570020341614,0.9999676128209719,RETREG2,ENST00000430297.6,137,1632,4618,1768,0.8469913849323183,FALSE,grey60,
ENSG00000231925.11,20.66815910756772,-0.6495032576448033,0.40453368878619084,-1.6055603665386862,0.10837053954507951,0.9999676128209719,TAPBP,ENST00000426633.6,172,1515,1888,1686,0.96508876440223,FALSE,grey60,
ENSG00000129353.14,15.39960598947924,-0.6492430083050927,0.48847149059932266,-1.3291318343031933,0.18380447920886317,0.9999676128209719,SLC44A2,ENST00000335757.9,377,2121,3671,2497,0.7356439093155794,FALSE,grey60,
ENSG00000164897.12,17.019215594766642,-0.6485841168713824,0.42380411649081273,-1.5303865432969255,0.12592107786428772,0.9999676128209719,TMUB1,ENST00000392818.7,359,741,1563,1099,0.8999015674777925,FALSE,grey60,
ENSG00000121775.17,7.50443401895339,-0.6461167222074459,0.5998904260855794,-1.07705789942924,0.28145439992195515,0.9999676128209719,TMEM39B,ENST00000336294.9,147,1479,1813,1625,0.5505919577094468,FALSE,grey60,
ENSG00000177380.13,7.194929321669556,-0.6452561925452246,0.594274429799072,-1.0857882489801722,0.2775726864908754,0.9999676128209719,PPFIA3,ENST00000334186.8,350,3585,4733,3934,0.5566232712499577,FALSE,grey60,
ENSG00000161904.11,7.403738020676625,-0.6447318968762232,0.5934038738094192,-1.0864976204777672,0.27725889310042534,0.9999676128209719,LEMD2,ENST00000293760.9,21,1512,2958,1532,0.5571145149263208,FALSE,grey60,
ENSG00000180104.15,6.928761306878562,-0.6428180182449191,0.5852549400803397,-1.0983555613501998,0.27204925906231187,0.9999676128209719,EXOC3,ENST00000512944.5,190,2238,2825,2427,0.5653524525758954,FALSE,grey60,
ENSG00000101224.17,19.510327782690723,-0.6428169807267057,0.37811554406104064,-1.700054363866441,0.08912070024663803,0.9999676128209719,CDC25B,ENST00000245960.9,698,1743,3597,2440,1.050021409781925,FALSE,grey60,
ENSG00000130147.15,11.667809781211815,-0.6422283822067747,0.5120743554673707,-1.2541701714795155,0.209780159238438,0.9999676128209719,SH3BP4,ENST00000409212.5,508,2892,5231,3399,0.6782355892631976,FALSE,grey60,
ENSG00000272398.5,12.028105195387493,-0.64147790588636,0.5366095557253091,-1.1954276606559968,0.23191998388244117,0.9999676128209719,CD24,ENST00000622315.1,155,390,825,544,0.6346618278348765,FALSE,grey60,
ENSG00000113194.12,17.836600625526337,-0.6399457958164804,0.3887476300835142,-1.6461728542988199,0.09972817639091094,0.9999676128209719,FAF2,ENST00000261942.6,54,1338,4515,1391,1.0011821223074078,FALSE,grey60,
ENSG00000169925.16,18.707192449894375,-0.6394311203855554,0.4277228329347961,-1.494966064818506,0.13492329883837595,0.9999676128209719,BRD3,ENST00000303407.11,187,2181,5652,2367,0.8699130489697242,FALSE,grey60,
ENSG00000173821.19,8.329296571751046,-0.6390719904058376,0.5317499567198255,-1.2018280064337818,0.2294301722256835,0.9999676128209719,RNF213,ENST00000582970.5,144,15624,21055,15767,0.6393494688695466,FALSE,grey60,
ENSG00000175550.7,22.500907885809333,-0.6390634313469333,0.4064157001602931,-1.5724378538892134,0.11584904117235656,0.9999676128209719,DRAP1,ENST00000312515.6,246,618,989,863,0.9361075563088599,FALSE,grey60,
ENSG00000170889.13,80.61870479784324,-0.6371463626441507,0.27350937658554364,-2.3295229238507473,0.01983138002872238,0.9659704039322581,RPS9,ENST00000302907.8,173,585,829,757,1.7026470630006945,FALSE,grey60,
ENSG00000078369.17,121.41231588783667,-0.6365244682327525,0.223479243361948,-2.8482487172280004,0.004396055387690052,0.6928269698353078,GNB1,ENST00000610897.4,345,1023,3145,1367,2.356936844361236,FALSE,grey60,
ENSG00000277443.2,172.87159504427345,-0.6356498449997297,0.2652978344276764,-2.39598580354419,0.01657573230398605,0.9220071974165089,MARCKS,ENST00000612661.1,385,999,4275,1383,1.7805272756800627,FALSE,grey60,
ENSG00000203867.7,7.8841448924180435,-0.6344304628020948,0.5821282620573738,-1.0898465237881994,0.2757807562256691,0.9999676128209719,RBM20,ENST00000369519.3,59,3684,7233,3742,0.5594360418461187,FALSE,grey60,
ENSG00000123989.13,16.526847207365844,-0.6312244071315639,0.4240319337759054,-1.4886246927457982,0.13658622555930777,0.9999676128209719,CHPF,ENST00000243776.10,250,2328,3013,2577,0.8645930961538879,FALSE,grey60,
ENSG00000115568.15,12.521679004658681,-0.6310550294886247,0.49246178020504033,-1.2814294527097716,0.2000428645514663,0.9999676128209719,ZNF142,ENST00000411696.6,445,5064,5926,5508,0.6988769351182329,FALSE,grey60,
ENSG00000170365.9,9.094037954731135,-0.6300602371142049,0.620255802266663,-1.0158070828385846,0.30972126252031806,0.9999676128209719,SMAD1,ENST00000515385.1,543,1398,2085,1940,0.5090289790853438,FALSE,grey60,
ENSG00000198858.9,7.284738427047291,-0.629044936854221,0.5707921032104739,-1.1020561309732537,0.2704372696509141,0.9999676128209719,R3HDM4,ENST00000361574.9,75,807,1815,881,0.5679334573740188,FALSE,grey60,
ENSG00000171604.11,28.39215833790342,-0.628588499121717,0.3938979532890588,-1.5958156011550344,0.11052996906301016,0.9999676128209719,CXXC5,ENST00000302517.7,715,969,2658,1683,0.9565199515350881,FALSE,grey60,
ENSG00000120709.10,11.369991174563308,-0.6260833517188711,0.6356802352578258,-0.9849029700678639,0.3246717343464137,0.9999676128209719,FAM53C,ENST00000239906.9,429,1179,4377,1607,0.48855551904790356,FALSE,grey60,
ENSG00000070413.19,12.768197567548278,-0.6259313684874593,0.552609566636116,-1.1326828312033628,0.257347470120456,0.9999676128209719,DGCR2,ENST00000263196.11,249,1653,4480,1901,0.5894800967673237,FALSE,grey60,
ENSG00000125869.9,7.887202149400998,-0.6251793461482025,0.650802795775907,-0.960627935537438,0.33673927734131937,0.9999676128209719,LAMP5,ENST00000246070.2,493,843,2039,1335,0.47270622445616534,FALSE,grey60,
ENSG00000163191.5,40.06757298987031,-0.625167228052479,0.3277289877425465,-1.907573792476333,0.05644632508828767,0.9999676128209719,S100A11,ENST00000271638.2,121,318,594,438,1.248364327358681,FALSE,grey60,
ENSG00000075043.18,11.253652956410576,-0.6234702254776969,0.4796211446874581,-1.2999223082292946,0.19362759837465568,0.9999676128209719,KCNQ2,ENST00000359125.6,128,2619,3253,2746,0.7130327412032827,FALSE,grey60,
ENSG00000135930.13,14.722874397239506,-0.6229950437857535,0.49157931132275184,-1.2673337332065207,0.2050359835350309,0.9999676128209719,EIF4E2,ENST00000258416.7,674,738,1604,1411,0.6881699141670509,FALSE,grey60,
ENSG00000137142.4,107.2247618985387,-0.6204577253204919,0.24810591472749863,-2.5007776457161746,0.012392095521398291,0.9220071974165089,IGFBPL1,ENST00000377694.1,24,837,1093,860,1.906855247584527,FALSE,grey60,
ENSG00000140332.15,38.563473519496796,-0.6198984418622193,0.3693008505905134,-1.678573014037199,0.0932352895639576,0.9999676128209719,TLE3,ENST00000558939.5,1379,2319,6004,3697,1.0304196760358086,FALSE,grey60,
ENSG00000156587.15,10.27056896869627,-0.6196578333748757,0.5094595437924374,-1.2163042991836364,0.2238690244154549,0.9999676128209719,UBE2L6,ENST00000287156.8,197,462,1354,658,0.6500059933172471,FALSE,grey60,
ENSG00000090470.14,8.353025709645276,-0.6187159487065919,0.5576774616639725,-1.1094512352363954,0.267235570203537,0.9999676128209719,PDCD7,ENST00000204549.8,56,1458,2851,1513,0.5731057358859498,FALSE,grey60,
ENSG00000179348.11,204.00407289280582,-0.6176170816004916,0.23367844829973938,-2.6430211519047493,0.008216990187178336,0.8299160089050119,GATA2,ENST00000341105.6,333,1443,3367,1775,2.0852872316653985,FALSE,grey60,
ENSG00000127564.16,18.34543727932252,-0.6167814497165284,0.45983890806392846,-1.3412989612240058,0.17982340694146046,0.9999676128209719,PKMYT1,ENST00000262300.12,510,1500,2171,2009,0.7451537784321401,FALSE,grey60,
ENSG00000184863.10,22.745386207483534,-0.616399890357493,0.4670513699348799,-1.3197689377154305,0.18691217546074743,0.9999676128209719,RBM33,ENST00000401878.7,199,3513,10149,3711,0.7283624077533674,FALSE,grey60,
ENSG00000105341.18,12.4100356593614,-0.6139806917080824,0.48345076699134226,-1.269996313231783,0.2040859434078592,0.9999676128209719,DMAC2,ENST00000417807.7,31,792,1065,822,0.6901869066539906,FALSE,grey60,
ENSG00000129255.15,25.49425808259295,-0.6135744353671388,0.47952022860775534,-1.279559023294175,0.20070026892324835,0.9999676128209719,MPDU1,ENST00000250124.10,217,744,1601,960,0.6974520455902197,FALSE,grey60,
ENSG00000112078.13,9.183556349716607,-0.6113050626057317,0.5265076604444223,-1.1610563502337883,0.245618984213827,0.9999676128209719,KCTD20,ENST00000373731.6,392,1260,5619,1651,0.6097380690427724,FALSE,grey60,
ENSG00000197150.12,15.433969903263737,-0.6112744368053897,0.4239344777066576,-1.4419078158308285,0.1493283810226645,0.9999676128209719,ABCB8,ENST00000297504.10,67,2208,2487,2274,0.8258576433790602,FALSE,grey60,
ENSG00000171617.13,24.734385493741176,-0.610501291130575,0.4847218135384679,-1.2594879662499967,0.20785413407825046,0.9999676128209719,ENC1,ENST00000618628.4,1269,1770,5657,3038,0.6822413332481341,FALSE,grey60,
ENSG00000184897.5,83.13976257303625,-0.6104956123658406,0.35518925264646123,-1.718789653169769,0.08565268022932297,0.9999676128209719,H1FX,ENST00000333762.5,376,642,1507,1017,1.0672590426156565,FALSE,grey60,
ENSG00000145362.17,19.42427264098533,-0.6091758385593041,0.4673303578723571,-1.3035229325412014,0.1923962923894424,0.9999676128209719,ANK2,ENST00000357077.8,54,11874,14196,11927,0.7158033013747178,FALSE,grey60,
ENSG00000078902.15,8.011089530385188,-0.6089453643019139,0.5816304570653794,-1.0469626494017388,0.29511680509995,0.9999676128209719,TOLLIP,ENST00000317204.10,125,825,3617,949,0.5300060593771209,FALSE,grey60,
ENSG00000134575.9,12.17660314788835,-0.6079578987687041,0.5028147522439224,-1.2091091123630664,0.22662092884224977,0.9999676128209719,ACP2,ENST00000256997.7,118,1272,2203,1389,0.6446999847595446,FALSE,grey60,
ENSG00000116017.10,11.745122956842481,-0.6077328931012882,0.6693274508585014,-0.9079754495677563,0.3638911926699681,0.9999676128209719,ARID3A,ENST00000263620.7,291,1782,5941,2072,0.43902845560123666,FALSE,grey60,
ENSG00000244486.8,7.617200009783042,-0.6069384898634185,0.6064610451873259,-1.00078726355119,0.3169296683687198,0.9999676128209719,SCARF2,ENST00000623402.1,73,2616,3248,2688,0.49903710380206956,FALSE,grey60,
ENSG00000172889.15,8.477662714868963,-0.6065138877232786,0.6893295111481658,-0.8798606151549392,0.3789348228497484,0.9999676128209719,EGFL7,ENST00000371699.5,912,822,2125,1733,0.4214354826728168,FALSE,grey60,
ENSG00000181915.4,9.776100953551211,-0.6052658910289705,0.5435639386723184,-1.1135136972245843,0.26548786893484183,0.9999676128209719,ADO,ENST00000373783.2,204,813,3627,1016,0.5759553185562334,FALSE,grey60,
ENSG00000110514.19,11.25361227975451,-0.6052039315131279,0.48882650671210537,-1.2380751109095707,0.2156882115784971,0.9999676128209719,MADD,ENST00000311027.9,166,4944,5990,5109,0.6661735905780921,FALSE,grey60,
ENSG00000106638.16,12.897144899447039,-0.6041917476389083,0.45535861834525626,-1.3268481660334046,0.18455891367140487,0.9999676128209719,TBL2,ENST00000305632.10,243,1344,4560,1586,0.7338649747716557,FALSE,grey60,
ENSG00000151208.16,8.476884280615765,-0.6041494847097402,0.5391184580844679,-1.1206247451744331,0.2624476273802665,0.9999676128209719,DLG5,ENST00000372391.6,7,5760,7415,5766,0.5809573490544063,FALSE,grey60,
ENSG00000186469.8,24.223113846847617,-0.6034840937932459,0.46165045380313,-1.3072316702424396,0.19113404259764896,0.9999676128209719,GNG2,ENST00000335281.8,407,216,3729,622,0.7186619545169036,FALSE,grey60,
ENSG00000221829.9,9.284732306227996,-0.6032771758761623,0.5991096163256132,-1.0069562554781026,0.313955796252683,0.9999676128209719,FANCG,ENST00000378643.7,493,1869,2631,2361,0.5031314945858241,FALSE,grey60,
ENSG00000198888.2,134.14248575353528,-0.6032126519784997,0.6654811581522762,-0.9064308502036836,0.36470785009343737,0.9999676128209719,NA,NA,NA,NA,NA,NA,0.43805488868629805,FALSE,grey60,NA
ENSG00000120885.21,13.676387775732595,-0.6002814628149131,0.5838066549280057,-1.0282196301598157,0.3038465265112576,0.9999676128209719,CLU,ENST00000316403.14,407,1350,3080,1756,0.5173457240216712,FALSE,grey60,
ENSG00000181396.12,7.734992789620236,-0.6001388170996068,0.5667723659014637,-1.0588709916106671,0.2896585369311851,0.9999676128209719,OGFOD3,ENST00000329197.9,92,996,1652,1087,0.5381136672772304,FALSE,grey60,
ENSG00000011451.19,15.670388034750985,-0.6001063007658486,0.44537459427835846,-1.3474192476968794,0.17784524498016166,0.9999676128209719,WIZ,ENST00000599686.3,148,2508,3644,2655,0.7499577419849972,FALSE,grey60,
ENSG00000087258.14,8.748175565327074,-0.5997454983711041,0.5642254066326506,-1.0629537261543054,0.28780293670994594,0.9999676128209719,GNAO1,ENST00000262494.12,454,1065,5767,1518,0.5409047788830222,FALSE,grey60,
ENSG00000119280.16,9.227308192603338,-0.5992243752541285,0.5295265053913979,-1.131623004992382,0.25779296411534014,0.9999676128209719,C1orf198,ENST00000366663.9,142,984,3858,1125,0.5887289399212552,FALSE,grey60,
ENSG00000141002.19,12.900303523088008,-0.5981599020862846,0.487018239948312,-1.228208418127765,0.21936873940486126,0.9999676128209719,TCF25,ENST00000263346.12,57,2031,2233,2087,0.6588252604042087,FALSE,grey60,
ENSG00000116731.22,14.44114336195942,-0.597766068091531,0.45063858215307,-1.3264866608525003,0.18467855062995162,0.9999676128209719,PRDM2,ENST00000235372.11,857,5157,7957,6013,0.7335835424806768,FALSE,grey60,
ENSG00000089351.14,20.636472834160976,-0.5967960208445168,0.3930153088578028,-1.5185057869092933,0.12888694177497165,0.9999676128209719,GRAMD1A,ENST00000317991.9,193,2175,2695,2367,0.8897910811132305,FALSE,grey60,
ENSG00000164896.19,7.839385712703063,-0.5963342286064445,0.6292974895035998,-0.9476189537588061,0.3433234735667981,0.9999676128209719,FASTK,ENST00000297532.10,79,1650,1827,1728,0.46429650216114743,FALSE,grey60,
ENSG00000139318.7,6.923105272838173,-0.5949031951836504,0.6260440134940498,-0.9502577811796369,0.3419812853689441,0.9999676128209719,DUSP6,ENST00000279488.7,1233,1146,4400,2378,0.4659976596847538,FALSE,grey60,
ENSG00000090097.21,28.626351287997057,-0.5943215036519112,0.3995037884652728,-1.4876492308997793,0.13684342297231078,0.9999676128209719,PCBP4,ENST00000461554.5,333,1212,2147,1544,0.8637760710011986,FALSE,grey60,
ENSG00000100350.14,11.522338687961387,-0.594305435821855,0.549934310015092,-1.0806844108445341,0.27983751987388056,0.9999676128209719,FOXRED2,ENST00000397224.8,95,2055,4967,2149,0.5530940568857715,FALSE,grey60,
ENSG00000103145.10,14.25094172754164,-0.5927473608620911,0.6092083759725483,-0.972979663839686,0.33056340936545386,0.9999676128209719,HCFC1R1,ENST00000248089.7,306,417,965,722,0.4807452209102081,FALSE,grey60,
ENSG00000120071.14,18.26508531876553,-0.5925683919978592,0.4147924593681459,-1.428590078277989,0.15312208751523002,0.9999676128209719,KANSL1,ENST00000432791.6,466,3318,5343,3783,0.8149621587850645,FALSE,grey60,
ENSG00000124541.6,10.4626507694703,-0.5924781326609778,0.5171713480663915,-1.1456128319485301,0.2519553854302565,0.9999676128209719,RRP36,ENST00000244496.5,11,780,1159,790,0.5986763543645854,FALSE,grey60,
ENSG00000272391.5,11.522861772088818,-0.5921227403976869,0.5316088510099694,-1.1138316062133862,0.26535143501361264,0.9999676128209719,POM121C,ENST00000615331.4,866,2964,5835,3829,0.5761785593750582,FALSE,grey60,
ENSG00000142599.17,33.58974034585751,-0.5916884705649896,0.3401286520217764,-1.7396019625159582,0.0819289344186374,0.9999676128209719,RERE,ENST00000337907.7,636,4701,8026,5336,1.0865626936102155,FALSE,grey60,
ENSG00000007392.16,10.88717354771987,-0.5904723456331628,0.5062083497071341,-1.166461094477757,0.243428069732057,0.9999676128209719,LUC7L,ENST00000293872.12,112,1116,1456,1227,0.6136293446479923,FALSE,grey60,
ENSG00000136717.14,20.614774449555448,-0.5898848619687778,0.4047267880440805,-1.4574890503776856,0.14498143170060487,0.9999676128209719,BIN1,ENST00000316724.9,413,1782,2693,2194,0.8386876158777391,FALSE,grey60,
ENSG00000152518.7,26.382127359800553,-0.5895923979152986,0.42406888896763867,-1.3903222171063139,0.16443105430291827,0.9999676128209719,ZFP36L2,ENST00000282388.3,295,1485,3696,1779,0.7840161585795918,FALSE,grey60,
ENSG00000167548.15,28.538773551944573,-0.5891321376188441,0.41463825575179974,-1.4208340148225385,0.15536501951758866,0.9999676128209719,KMT2D,ENST00000301067.11,1,16614,19419,16614,0.8086467560665067,FALSE,grey60,
ENSG00000031823.14,14.23746662658185,-0.5890175138484658,0.4374768925674227,-1.3463968585670798,0.17817456351802127,0.9999676128209719,RANBP3,ENST00000340578.10,59,1704,3233,1762,0.7491542964397894,FALSE,grey60,
ENSG00000198728.10,37.48158637735684,-0.5888383272067189,0.3426534583782343,-1.7184660268531016,0.08571164601289455,0.9999676128209719,LDB1,ENST00000425280.1,344,1236,2089,1579,1.066960164593626,FALSE,grey60,
ENSG00000137094.14,13.062249872182024,-0.5882062419981025,0.5297224360042115,-1.1104046232873284,0.2668247068600353,0.9999676128209719,DNAJB5,ENST00000453597.7,29,1389,2589,1417,0.5737739590276627,FALSE,grey60,
ENSG00000102870.5,11.479876526057293,-0.5878194137160481,0.4979839830015257,-1.1803982332384517,0.23784186431509438,0.9999676128209719,ZNF629,ENST00000262525.5,209,2610,6087,2818,0.6237116995877438,FALSE,grey60,
ENSG00000167130.17,13.010991385531595,-0.5868289021105255,0.46090869003515256,-1.2731999087840356,0.2029471129492096,0.9999676128209719,DOLPP1,ENST00000372546.8,33,717,2177,749,0.6926171224159023,FALSE,grey60,
ENSG00000100258.17,14.310517541432597,-0.5865025892075101,0.41854275837395905,-1.4012967073808085,0.16112536540637748,0.9999676128209719,LMF2,ENST00000474879.6,17,2124,2582,2140,0.7928360847274873,FALSE,grey60,
ENSG00000224940.8,66.9229625345515,-0.5860978154023714,0.3480549086851891,-1.6839234292554937,0.09219646774613871,0.9999676128209719,PRRT4,ENST00000446477.6,315,2700,3544,3014,1.035285717425183,FALSE,grey60,
ENSG00000144711.15,9.618324240432301,-0.5853352944453953,0.5322142511066761,-1.0998113884178418,0.2714143093053805,0.9999676128209719,IQSEC1,ENST00000613206.1,104,3345,3582,3448,0.5663672595187768,FALSE,grey60,
ENSG00000179094.15,18.467729814382448,-0.5841587612939351,0.5008727941632967,-1.1662816749106264,0.2435005797374562,0.9999676128209719,PER1,ENST00000317276.8,239,3873,4707,4111,0.6135000004597022,FALSE,grey60,
ENSG00000196449.3,8.457670737146035,-0.5829093365849339,0.5595610099502204,-1.0417261499988906,0.2975386615169108,0.9999676128209719,YRDC,ENST00000373044.2,6,840,1826,845,0.5264565950024906,FALSE,grey60,
ENSG00000118816.9,45.31045320394977,-0.5825538387351483,0.30138440487028384,-1.9329262872306883,0.05324527904746743,0.9999676128209719,CCNI,ENST00000237654.8,578,1134,2772,1711,1.2737188925751395,FALSE,grey60,
ENSG00000132471.11,38.866527608184356,-0.582312812034954,0.34462127715395413,-1.6897181069142604,0.0910818974694128,0.9999676128209719,WBP2,ENST00000591399.5,426,786,2225,1211,1.0405679304952802,FALSE,grey60,
ENSG00000140264.19,17.7566943308891,-0.5821084603325692,0.4401958813184985,-1.32238506773168,0.18603995863353553,0.9999676128209719,SERF2,ENST00000409960.6,48,513,1032,560,0.7303937657270082,FALSE,grey60,
ENSG00000166135.13,6.914498149004041,-0.5819494980494794,0.5766898951804089,-1.0091203312439263,0.3129169284983149,0.9999676128209719,HIF1AN,ENST00000299163.6,101,1050,13011,1150,0.504570941313587,FALSE,grey60,
ENSG00000125505.16,23.906027470557994,-0.5801184621906222,0.37628634511197845,-1.5416941638368136,0.12314793083127537,0.9999676128209719,MBOAT7,ENST00000245615.5,482,1419,2529,1900,0.9095728809106166,FALSE,grey60,
ENSG00000103034.14,10.385426530762542,-0.5787009195680369,0.5579803770871777,-1.0371348945800327,0.2996729947844897,0.9999676128209719,NDRG4,ENST00000394282.8,408,1176,3626,1583,0.5233523920043404,FALSE,grey60,
ENSG00000113621.14,7.930951407679363,-0.5780567995970078,0.6414357611903692,-0.9011920360103662,0.3674862246069783,0.9999676128209719,TXNDC15,ENST00000358387.8,626,1083,3548,1708,0.43475893600646337,FALSE,grey60,
ENSG00000179222.17,138.6986460989526,-0.5764113855907649,0.25119939246767137,-2.294636861691245,0.02175394393377355,0.96933014881373325,MAGED1,ENST00000375695.2,154,2505,2875,2658,1.6624619951047575,FALSE,grey60,
ENSG00000141867.17,62.15018798077689,-0.5736570229568044,0.3170407875925011,-1.8094107932072683,0.0703872076077514,0.9999676128209719,BRD4,ENST00000263377.6,223,4089,7169,4311,1.152506263729839,FALSE,grey60,
ENSG00000182985.17,59.2365712061242,-0.5731461504433981,0.34084326280804517,-1.6815534088059132,0.09265547161788106,0.9999676128209719,CADM1,ENST00000331581.10,172,1416,1766,1587,1.0331289290349124,FALSE,grey60,
ENSG00000064115.10,8.941955191327063,-0.5731120863990706,0.5598562540933376,-1.023677206798735,0.3059877647190452,0.9999676128209719,TM7SF3,ENST00000343028.8,227,1713,2709,1939,0.5142959389473069,FALSE,grey60,
ENSG00000277586.2,18.595767387476062,-0.5722937713305817,0.5593885713222939,-1.023070188898894,0.30627466080059856,0.9999676128209719,NEFL,ENST00000610854.1,596,1632,4082,2227,0.5138889324447867,FALSE,grey60,
ENSG00000143553.10,8.855992644798253,-0.5714132614154356,0.5133995634006765,-1.1129991183289787,0.26570880815085324,0.9999676128209719,SNAPIN,ENST00000368685.5,91,411,1030,501,0.5755940486461528,FALSE,grey60,
ENSG00000109689.15,8.752996803463647,-0.5706122998498654,0.5536062935810455,-1.0307185927363924,0.30267280319962886,0.9999676128209719,STIM2,ENST00000465503.5,379,2265,3613,2643,0.5190266010155808,FALSE,grey60,
ENSG00000152601.17,8.784738769638778,-0.5705586369415756,0.5216462603858043,-1.093765412062182,0.27405787737087917,0.9999676128209719,MBNL1,ENST00000282486.10,1843,1167,6422,3009,0.5621577102875038,FALSE,grey60,
ENSG00000213015.8,9.186082499633693,-0.5704942167606835,0.602298007008813,-0.9471959231509393,0.343538952415494,0.9999676128209719,ZNF580,ENST00000543039.2,747,519,1707,1265,0.4640240130148918,FALSE,grey60,
ENSG00000151276.23,6.931871590717784,-0.5692997508253819,0.6607533125071787,-0.8615919739625925,0.3889120891823279,0.9999676128209719,MAGI1,ENST00000402939.6,1,4389,4389,4389,0.4101485567662105,FALSE,grey60,
ENSG00000115289.13,6.747921775525188,-0.5669014208249868,0.5678546834066914,-0.998321291327588,0.31812358645873307,0.9999676128209719,PCGF1,ENST00000233630.10,913,780,1792,1692,0.4974041300465878,FALSE,grey60,
ENSG00000149639.14,15.768541353780368,-0.5668800309014197,0.428368641352939,-1.3233462400772684,0.1857202610045012,0.9999676128209719,SOGA1,ENST00000237536.8,343,4986,14371,5328,0.7311407146637626,FALSE,grey60,
ENSG00000067057.16,20.237827193018546,-0.5668191455795883,0.4266325927149414,-1.3285884746229735,0.18398377654022935,0.9999676128209719,PFKP,ENST00000381125.8,77,2355,2654,2431,0.7352204708474731,FALSE,grey60,
ENSG00000054965.10,17.789541654065687,-0.5665205350862608,0.4699706300520804,-1.2054381675371524,0.22803419458805835,0.9999676128209719,FAM168A,ENST00000064778.8,286,735,7296,1020,0.6420000240197076,FALSE,grey60,
ENSG00000158195.10,18.803105485331756,-0.5651469793208609,0.3957037490165385,-1.428207290745786,0.15323220274290011,0.9999676128209719,WASF2,ENST00000618852.4,217,1497,5676,1713,0.8146499553047749,FALSE,grey60,
ENSG00000196361.9,23.24991907246842,-0.56477152140946,0.41485685088387725,-1.361364818264856,0.1733984284451288,0.9999676128209719,ELAVL3,ENST00000359227.7,426,1104,4729,1529,0.7609548429653534,FALSE,grey60,
ENSG00000141562.17,14.873270758205711,-0.5647598314917106,0.4776775225449166,-1.1823035517410296,0.23708527680196315,0.9999676128209719,NARF,ENST00000309794.15,199,1371,3949,1569,0.6250954152424024,FALSE,grey60,
ENSG00000157110.15,11.41652622743274,-0.564151467729244,0.5463767353199236,-1.0325320081553484,0.30182296107724343,0.9999676128209719,RBPMS,ENST00000339877.8,583,660,1341,1242,0.5202477245013418,FALSE,grey60,
ENSG00000091592.15,15.557395557712962,-0.56392178036291285,0.511183099614034,-1.1031698442078757,0.26995341433590053,0.9999676128209719,NLRP1,ENST00000617618.4,367,4422,4788,4788,0.568711175257515,FALSE,grey60,
ENSG00000182087.13,11.171281978040039,-0.5638122896552059,0.562969269088059,-1.0014974539702894,0.31658637040596604,0.9999676128209719,TMEM259,ENST00000356663.7,184,1863,2748,2046,0.49950778620422154,FALSE,grey60,
ENSG00000108947.4,11.64045715663542,-0.5634066983198012,0.5239834154378717,-1.0752376539417474,0.2822683412662177,0.9999676128209719,EFNB3,ENST00000226091.2,398,1023,3222,1420,0.5493378288470622,FALSE,grey60,
ENSG00000105438.8,56.58850897203432,-0.5627222380955614,0.3096423446402492,-1.8173297284302226,0.06916664057674761,0.9999676128209719,KDELR1,ENST00000330720.6,196,639,1557,834,1.1601033174890452,FALSE,grey60,
